,ID_CLIENT,closed_loans_count,total_loans_count
2426,106806796,0,2
2427,106806797,0,1
2428,106806798,0,1
2429,106806799,0,1
2430,106806800,0,1
2431,106806801,0,1
2432,106806802,1,1
2433,106806803,0,1
2434,106806804,0,1
2435,106806805,0,1
2436,106806806,0,1
2437,106806807,1,1
2438,106806808,1,1
2439,106806809,0,1
2440,106806810,0,1
2441,106806811,1,1
2442,106806812,0,1
2443,106806813,1,1
2444,106806814,0,1
2445,106806815,0,1
2446,106806816,0,1
2447,106806817,1,1
2448,106806818,0,1
2449,106806819,1,1
2450,106806820,0,1
2451,106806821,0,1
2452,106806822,0,1
2453,106806823,0,1
2454,106806824,1,1
2455,106806825,0,1
2456,106806826,0,1
2457,106806827,0,1
2458,106806828,0,1
2459,106806829,0,1
2460,106806830,0,1
2461,106806831,1,1
2462,106806832,0,1
2463,106806833,0,1
2464,106806834,0,1
2465,106806835,1,1
2466,106806836,1,1
2467,106806837,0,1
2468,106806838,0,1
2469,106806839,0,1
2470,106806840,1,1
2471,106806841,0,1
2472,106806842,0,1
2473,106806843,0,1
2474,106806844,0,1
2475,106806845,1,1
2476,106806846,1,1
2477,106806847,1,1
2478,106806848,0,1
2479,106806849,0,1
2480,106806850,0,1
2481,106806851,0,1
2482,106806852,0,1
2483,106806853,0,1
2484,106806854,1,1
2485,106806855,0,1
2486,106806856,0,1
2487,106806857,0,1
2488,106806858,0,1
2489,106806859,1,1
2490,106806860,1,1
2491,106806861,0,1
2492,106806862,0,1
2493,106806863,0,1
2494,106806864,0,1
2495,106806865,0,1
2496,106806866,1,1
2497,106806867,1,1
2498,106806868,0,1
2499,106806869,0,1
2500,106806870,0,1
2501,106806871,0,1
2502,106806872,0,1
2503,106806873,0,1
2504,106806874,0,1
2505,106806875,0,1
2506,106806876,1,1
2507,106806877,0,1
2508,106806878,1,2
2509,106806879,0,1
2510,106806880,0,1
2511,106806881,0,1
2512,106806882,0,1
2513,106806883,1,1
2514,106806884,0,1
2515,106806885,0,1
2516,106806886,0,1
2517,106806887,0,1
2518,106806888,0,1
2519,106806889,1,1
2520,106806890,0,1
2521,106806891,1,1
2522,106806892,0,1
2523,106806893,0,1
2524,106806894,1,1
2525,106806895,0,1
2526,106806896,0,1
2527,106806897,0,1
2528,106806898,0,1
2529,106806899,1,1
2530,106806900,0,1
2531,106806901,0,1
2532,106806902,0,1
2533,106806903,0,1
2534,106806904,0,1
2535,106806905,0,1
2536,106806906,1,1
2537,106806907,0,1
2538,106806908,0,1
2539,106806909,0,1
2540,106806910,0,1
2541,106806911,1,1
2542,106806912,0,1
2543,106806913,1,2
2544,106806914,0,1
2545,106806915,0,1
2546,106806916,1,1
2547,106806917,1,1
2548,106806918,0,1
2549,106806919,0,1
2550,106806920,0,1
2551,106806921,1,1
2552,106806922,0,1
2553,106806923,0,1
2554,106806924,0,1
2555,106806925,0,1
2556,106806926,0,1
2557,106806927,0,1
2558,106806928,0,1
2559,106806929,0,1
2560,106806930,0,1
2561,106806931,1,1
2562,106806932,0,1
2563,106806933,0,1
2564,106806934,0,1
2565,106806935,0,1
2566,106806936,1,1
2567,106806937,1,1
2568,106806938,0,1
2569,106806939,0,1
2570,106806940,0,1
2571,106806941,0,1
2572,106806942,0,1
2573,106806943,0,1
2574,106806944,0,1
2575,106806945,0,1
2576,106806946,1,1
2577,106806947,0,1
2578,106806948,0,1
2579,106806949,0,1
2580,106806950,0,1
2581,106806951,0,1
2582,106806952,0,1
2583,106806953,0,1
2584,106806954,0,1
2585,106806955,1,1
2586,106806956,0,1
2587,106806957,0,1
2588,106806958,0,1
2589,106806959,0,1
2590,106806960,0,2
2591,106806961,0,1
2592,106806962,0,1
2593,106806963,0,1
2594,106806964,0,1
2595,106806965,1,1
2596,106806966,0,1
2597,106806967,0,1
2598,106806968,0,1
2599,106806969,0,1
2600,106806970,1,1
2601,106806971,0,1
2602,106806972,1,1
2603,106806973,1,1
2604,106806974,0,1
2605,106806975,0,1
2606,106806976,0,2
2607,106806977,1,1
2608,106806978,1,1
2609,106806979,0,1
2610,106806980,0,1
2611,106806981,0,1
2612,106806982,1,1
2613,106806983,1,1
2614,106806984,0,1
2615,106806985,0,1
2616,106806986,0,1
2617,106806987,0,1
2618,106806988,0,1
2619,106806989,1,1
2620,106806990,0,1
2621,106806991,0,1
2622,106806992,0,1
2623,106806993,1,1
2624,106806994,1,1
2625,106806995,0,1
2626,106806996,0,1
2627,106806997,0,1
2628,106806998,0,1
2629,106806999,0,1
2630,106807000,0,1
2631,106807001,1,1
2632,106807002,0,1
2633,106807003,0,1
2634,106807004,0,1
2635,106807005,0,1
2636,106807006,0,1
2637,106807007,1,2
2638,106807008,0,1
2639,106807009,0,1
2640,106807010,1,2
2641,106807011,0,1
2642,106807012,0,1
2643,106807013,0,1
2644,106807014,0,1
2645,106807015,1,1
2646,106807016,0,1
2647,106807017,0,1
2648,106807018,0,1
2649,106807019,0,1
2650,106807020,0,1
2651,106807021,0,1
2652,106807022,1,1
2653,106807023,0,1
2654,106807024,1,1
2655,106807025,0,1
2656,106807026,0,1
2657,106807027,0,1
2658,106807028,0,1
2659,106807029,1,1
2660,106807030,0,1
2661,106807031,0,1
2662,106807032,0,1
2663,106807033,0,1
2664,106807034,1,1
2665,106807035,0,1
2666,106807036,0,1
2667,106807037,0,1
2668,106807038,1,1
2669,106807039,0,1
2670,106807040,0,1
2671,106807041,1,1
2672,106807042,0,1
2673,106807043,0,1
2674,106807044,0,1
2675,106807045,1,1
2676,106807046,0,1
2677,106807047,0,1
2678,106807048,0,1
2679,106807049,0,1
2680,106807050,0,1
2681,106807051,0,1
2682,106807052,1,1
2683,106807053,0,1
2684,106807054,0,1
2685,106807055,1,1
2686,106807056,0,1
2687,106807057,0,1
2688,106807058,0,1
2689,106807059,0,1
2690,106807060,1,1
2691,106807061,1,2
2692,106807062,0,1
2693,106807063,0,1
2694,106807064,0,1
2695,106807065,0,1
2696,106807066,1,1
2697,106807067,0,1
2698,106807068,0,1
2699,106807069,0,1
2700,106807070,0,1
2701,106807071,0,1
2702,106807072,0,1
2703,106807073,1,1
2704,106807074,0,1
2705,106807075,0,1
2706,106807076,0,1
2707,106807077,0,1
2708,106807078,2,2
2709,106807079,1,2
2710,106807080,0,1
2711,106807081,1,1
2712,106807082,0,1
2713,106807083,0,2
2714,106807084,0,1
2715,106807085,0,1
2716,106807086,1,1
2717,106807087,0,1
2718,106807088,0,1
2719,106807089,0,1
2720,106807090,0,1
2721,106807091,1,1
2722,106807092,1,1
2723,106807093,0,1
2724,106807094,0,1
2725,106807095,0,1
2726,106807096,0,1
2727,106807097,0,1
2728,106807098,0,1
2729,106807099,0,1
2730,106807100,0,1
2731,106807101,0,1
2732,106807102,1,1
2733,106807103,0,1
2734,106807104,0,1
2735,106807105,0,1
2736,106807106,1,1
2737,106807107,0,1
2738,106807108,0,1
2739,106807109,0,1
2740,106807110,0,1
2741,106807111,2,2
2742,106807112,0,1
2743,106807113,0,1
2744,106807114,0,1
2745,106807115,0,1
2746,106807116,0,1
2747,106807117,0,1
2748,106807118,1,1
2749,106807119,1,1
2750,106807120,0,1
2751,106807121,1,1
2752,106807122,0,1
2753,106807123,0,1
2754,106807124,0,1
2755,106807125,1,1
2756,106807126,2,2
2757,106807127,0,1
2758,106807128,0,1
2759,106807129,0,1
2760,106807130,0,1
2761,106807131,0,1
2762,106807132,0,1
2763,106807133,1,1
2764,106807134,0,1
2765,106807135,0,1
2766,106807136,0,1
2767,106807137,0,1
2768,106807138,0,1
2769,106807139,0,1
2770,106807140,0,1
2771,106807141,1,1
2772,106807142,1,1
2773,106807143,0,1
2774,106807144,0,1
2775,106807145,0,1
2776,106807146,0,1
2777,106807147,1,1
2778,106807148,1,2
2779,106807149,0,1
2780,106807150,2,2
2781,106807151,0,1
2782,106807152,0,1
2783,106807153,0,1
2784,106807154,1,2
2785,106807155,1,2
2786,106807156,1,2
2787,106807157,0,1
2788,106807158,0,1
2789,106807159,1,1
2790,106807160,2,2
2791,106807161,0,1
2792,106807162,0,1
2793,106807163,0,1
2794,106807164,0,1
2795,106807165,0,1
2796,106807166,0,1
2797,106807167,0,1
2798,106807168,0,1
2799,106807169,0,1
2800,106807170,0,1
2801,106807171,0,1
2802,106807172,1,1
2803,106807173,0,1
2804,106807174,0,1
2805,106807175,0,1
2806,106807176,0,1
2807,106807177,0,1
2808,106807178,0,1
2809,106807179,0,1
2810,106807180,1,1
2811,106807181,0,1
2812,106807182,0,1
2813,106807183,0,1
2814,106807184,1,1
2815,106807185,1,1
2816,106807186,0,1
2817,106807187,0,1
2818,106807188,0,1
2819,106807189,0,1
2820,106807190,1,1
2821,106807191,1,1
2822,106807192,1,1
2823,106807193,0,1
2824,106807194,0,1
2825,106807195,0,1
2826,106807196,0,1
2827,106807197,1,1
2828,106807198,0,1
2829,106807199,0,1
2830,106807200,1,1
2831,106807201,1,2
2832,106807202,0,1
2833,106807203,0,1
2834,106807204,0,1
2835,106807205,0,2
2836,106807206,0,1
2837,106807207,0,1
2838,106807208,0,2
2839,106807209,0,1
2840,106807210,1,1
2841,106807211,0,1
2842,106807212,0,1
2843,106807213,0,1
2844,106807214,1,1
2845,106807215,0,1
2846,106807216,0,1
2847,106807217,0,1
2848,106807218,0,1
2849,106807219,0,1
2850,106807220,1,1
2851,106807221,0,1
2852,106807222,0,1
2853,106807223,0,2
2854,106807224,2,2
2855,106807225,0,1
2856,106807226,0,1
2857,106807227,0,1
2858,106807228,0,1
2859,106807229,1,2
2860,106807230,0,1
2861,106807231,1,1
2862,106807232,0,2
2863,106807233,0,1
2864,106807234,0,1
2865,106807235,0,1
2866,106807236,0,2
2867,106807237,0,1
2868,106807238,0,1
2869,106807239,2,2
2870,106807240,1,2
2871,106807241,0,1
2872,106807242,0,1
2873,106807243,0,1
2874,106807244,1,2
2875,106807245,2,2
2876,106807246,0,1
2877,106807247,1,2
2878,106807248,2,2
2879,106807249,2,2
2880,106807250,0,1
2881,106807251,0,1
2882,106807252,0,1
2883,106807253,0,1
2884,106807254,0,1
2885,106807255,0,2
2886,106807256,1,2
2887,106807257,2,2
2888,106807258,0,1
2889,106807259,1,1
2890,106807260,0,1
2891,106807261,0,1
2892,106807262,2,2
2893,106807263,0,1
2894,106807264,0,1
2895,106807265,0,1
2896,106807266,0,1
2897,106807267,0,1
2898,106807268,0,1
2899,106807269,0,1
2900,106807270,0,2
2901,106807271,0,1
2902,106807272,1,1
2903,106807273,1,1
2904,106807274,0,1
2905,106807275,1,2
2906,106807276,0,1
2907,106807277,0,1
2908,106807278,1,2
2909,106807279,1,1
2910,106807280,0,1
2911,106807281,0,1
2912,106807282,0,1
2913,106807283,1,1
2914,106807284,0,1
2915,106807285,2,2
2916,106807286,1,2
2917,106807287,2,3
2918,106807288,0,1
2919,106807289,0,1
2920,106807290,0,1
2921,106807291,1,1
2922,106807292,0,1
2923,106807293,1,2
2924,106807294,0,1
2925,106807295,0,2
2926,106807296,0,1
2927,106807297,1,1
2928,106807298,0,1
2929,106807299,0,1
2930,106807300,0,1
2931,106807301,0,1
2932,106807302,0,1
2933,106807303,0,1
2934,106807304,2,3
2935,106807305,0,1
2936,106807306,0,1
2937,106807307,0,1
2938,106807308,0,1
2939,106807309,0,2
2940,106807310,0,1
2941,106807311,1,1
2942,106807312,0,1
2943,106807313,0,1
2944,106807314,2,2
2945,106807315,1,2
2946,106807316,1,2
2947,106807317,0,1
2948,106807318,0,1
2949,106807319,0,1
2950,106807320,0,1
2951,106807321,0,1
2952,106807322,0,2
2953,106807323,1,2
2954,106807324,0,1
2955,106807325,0,1
2956,106807326,0,1
2957,106807327,0,1
2958,106807328,0,1
2959,106807329,0,1
2960,106807330,0,1
2961,106807331,1,1
2962,106807332,1,1
2963,106807333,1,2
2964,106807334,1,2
2965,106807335,0,1
2966,106807336,0,1
2967,106807337,1,1
2968,106807338,1,1
2969,106807339,1,1
2970,106807340,1,1
2971,106807341,0,1
2972,106807342,2,2
2973,106807343,1,1
2974,106807344,0,1
2975,106807345,0,1
2976,106807346,0,1
2977,106807347,2,3
2978,106807348,1,2
2979,106807349,0,1
2980,106807350,2,3
2981,106807351,2,2
2982,106807352,0,1
2983,106807353,0,1
2984,106807354,1,1
2985,106807355,0,1
2986,106807356,0,1
2987,106807357,0,1
2988,106807358,0,1
2989,106807359,0,1
2990,106807360,0,1
2991,106807361,0,1
2992,106807362,1,1
2993,106807363,0,1
2994,106807364,1,1
2995,106807365,0,1
2996,106807366,1,1
2997,106807367,0,1
2998,106807368,1,1
2999,106807369,2,2
3000,106807370,0,1
3001,106807371,1,1
3002,106807372,1,1
3003,106807373,1,2
3004,106807374,1,1
3005,106807375,0,1
3006,106807376,0,1
3007,106807377,1,2
3008,106807378,1,1
3009,106807379,1,1
3010,106807380,0,1
3011,106807381,1,2
3012,106807382,0,1
3013,106807383,2,2
3014,106807384,1,1
3015,106807385,2,2
3016,106807386,2,3
3017,106807387,1,2
3018,106807388,1,1
3019,106807389,1,2
3020,106807390,1,2
3021,106807391,2,2
3022,106807392,0,1
3023,106807393,0,1
3024,106807394,1,2
3025,106807395,1,2
3026,106807396,2,2
3027,106807397,2,2
3028,106807398,0,2
3029,106807399,0,1
3030,106807400,1,2
3031,106807401,0,2
3032,106807402,2,2
3033,106807403,1,2
3034,106807404,0,1
3035,106807405,0,1
3036,106807406,2,2
3037,106807407,0,1
3038,106807408,0,1
3039,106807409,0,1
3040,106807410,0,1
3041,106807411,1,1
3042,106807412,0,1
3043,106807413,0,1
3044,106807414,0,1
3045,106807415,1,1
3046,106807416,0,1
3047,106807417,1,2
3048,106807418,0,1
3049,106807419,1,1
3050,106807420,1,1
3051,106807421,2,2
3052,106807422,0,1
3053,106807423,0,1
3054,106807424,0,1
3055,106807425,1,2
3056,106807426,0,1
3057,106807427,0,1
3058,106807428,2,2
3059,106807429,2,2
3060,106807430,0,1
3061,106807431,2,2
3062,106807432,0,2
3063,106807433,0,1
3064,106807434,1,2
3065,106807435,2,2
3066,106807436,2,2
3067,106807437,1,1
3068,106807438,3,3
3069,106807439,1,2
3070,106807440,1,2
3071,106807441,1,2
3072,106807442,0,1
3073,106807443,0,1
3074,106807444,0,1
3075,106807445,2,2
3076,106807446,0,1
3077,106807447,0,1
3078,106807448,0,1
3079,106807449,1,1
3080,106807450,3,3
3081,106807451,1,1
3082,106807452,0,1
3083,106807453,2,2
3084,106807454,1,2
3085,106807455,1,2
3086,106807456,1,2
3087,106807457,2,2
3088,106807458,1,2
3089,106807459,1,1
3090,106807460,0,1
3091,106807461,2,2
3092,106807462,0,1
3093,106807463,0,1
3094,106807464,1,2
3095,106807465,0,1
3096,106807466,0,1
3097,106807467,0,1
3098,106807468,0,1
3099,106807469,1,2
3100,106807470,0,1
3101,106807471,3,3
3102,106807472,1,2
3103,106807473,2,2
3104,106807474,1,2
3105,106807475,1,2
3106,106807476,2,2
3107,106807477,1,2
3108,106807478,0,1
3109,106807479,1,3
3110,106807480,0,2
3111,106807481,0,1
3112,106807482,3,3
3113,106807483,0,1
3114,106807484,1,2
3115,106807485,1,2
3116,106807486,2,2
3117,106807487,2,2
3118,106807488,2,2
3119,106807489,2,2
3120,106807490,2,2
3121,106807491,0,1
3122,106807492,1,2
3123,106807493,1,2
3124,106807494,1,2
3125,106807495,2,2
3126,106807496,1,2
3127,106807497,2,2
3128,106807498,1,2
3129,106807499,0,2
3130,106807500,0,1
3131,106807501,2,3
3132,106807502,3,3
3133,106807503,0,1
3134,106807504,1,2
3135,106807505,0,1
3136,106807506,0,1
3137,106807507,0,1
3138,106807508,0,1
3139,106807509,1,2
3140,106807510,0,1
3141,106807511,2,2
3142,106807512,0,1
3143,106807513,2,2
3144,106807514,3,3
3145,106807515,1,2
3146,106807516,0,1
3147,106807517,1,1
3148,106807518,1,2
3149,106807519,1,2
3150,106807520,1,2
3151,106807521,2,2
3152,106807522,2,2
3153,106807523,1,2
3154,106807524,2,3
3155,106807525,0,1
3156,106807526,0,1
3157,106807527,1,1
3158,106807528,0,1
3159,106807529,0,1
3160,106807530,0,1
3161,106807531,2,3
3162,106807532,2,2
3163,106807533,1,2
3164,106807534,0,1
3165,106807535,0,1
3166,106807536,0,1
3167,106807537,0,1
3168,106807538,1,2
3169,106807539,0,1
3170,106807540,1,2
3171,106807541,0,1
3172,106807542,1,1
3173,106807543,0,1
3174,106807544,0,1
3175,106807545,0,1
3176,106807546,1,2
3177,106807547,0,1
3178,106807548,1,1
3179,106807549,2,2
3180,106807550,1,2
3181,106807551,2,2
3182,106807552,0,1
3183,106807553,1,2
3184,106807554,1,2
3185,106807555,2,3
3186,106807556,0,1
3187,106807557,0,1
3188,106807558,0,1
3189,106807559,1,1
3190,106807560,2,2
3191,106807561,2,2
3192,106807562,0,1
3193,106807563,2,2
3194,106807564,2,2
3195,106807565,0,1
3196,106807566,1,2
3197,106807567,0,1
3198,106807568,2,2
3199,106807569,2,3
3200,106807570,2,2
3201,106807571,1,2
3202,106807572,2,2
3203,106807573,1,2
3204,106807574,1,2
3205,106807575,0,1
3206,106807576,2,2
3207,106807577,2,2
3208,106807578,1,1
3209,106807579,0,1
3210,106807580,0,2
3211,106807581,2,2
3212,106807582,2,2
3213,106807583,2,2
3214,106807584,2,2
3215,106807585,2,2
3216,106807586,1,2
3217,106807587,2,2
3218,106807588,0,2
3219,106807589,0,1
3220,106807590,2,2
3221,106807591,1,1
3222,106807592,1,2
3223,106807593,0,1
3224,106807594,1,3
3225,106807595,1,2
3226,106807596,1,2
3227,106807597,0,1
3228,106807598,2,2
3229,106807599,1,2
3230,106807600,1,3
3231,106807601,1,2
3232,106807602,2,2
3233,106807603,2,2
3234,106807604,0,1
3235,106807605,0,1
3236,106807606,1,2
3237,106807607,0,1
3238,106807608,2,3
3239,106807609,1,2
3240,106807610,2,3
3241,106807611,1,1
3242,106807612,2,2
3243,106807613,0,1
3244,106807614,2,2
3245,106807615,2,2
3246,106807616,2,3
3247,106807617,1,1
3248,106807618,1,1
3249,106807619,0,1
3250,106807620,0,1
3251,106807621,2,2
3252,106807622,2,2
3253,106807623,0,1
3254,106807624,1,2
3255,106807625,2,2
3256,106807626,2,2
3257,106807627,1,1
3258,106807628,0,1
3259,106807629,0,1
3260,106807630,0,1
3261,106807631,1,2
3262,106807632,1,1
3263,106807633,0,1
3264,106807634,1,1
3265,106807635,0,1
3266,106807636,2,2
3267,106807637,2,2
3268,106807638,0,3
3269,106807639,0,1
3270,106807640,0,1
3271,106807641,0,1
3272,106807642,0,1
3273,106807643,2,2
3274,106807644,0,1
3275,106807645,0,1
3276,106807646,2,3
3277,106807647,2,3
3278,106807648,1,2
3279,106807649,0,1
3280,106807650,0,1
3281,106807651,0,1
3282,106807652,0,1
3283,106807653,0,1
3284,106807654,0,1
3285,106807655,0,1
3286,106807656,0,1
3287,106807657,1,1
3288,106807658,0,1
3289,106807659,0,1
3290,106807660,0,1
3291,106807661,0,1
3292,106807662,0,1
3293,106807663,0,1
3294,106807664,1,1
3295,106807665,0,1
3296,106807666,1,1
3297,106807667,1,2
3298,106807668,0,1
3299,106807669,0,1
3300,106807670,0,1
3301,106807671,1,2
3302,106807672,2,2
3303,106807673,3,3
3304,106807674,2,3
3305,106807675,1,2
3306,106807676,0,1
3307,106807677,1,2
3308,106807678,1,1
3309,106807679,0,1
3310,106807680,1,1
3311,106807681,0,1
3312,106807682,0,1
3313,106807683,0,1
3314,106807684,1,1
3315,106807685,0,1
3316,106807686,0,1
3317,106807687,2,2
3318,106807688,2,2
3319,106807689,1,1
3320,106807690,0,1
3321,106807691,0,1
3322,106807692,0,1
3323,106807693,1,1
3324,106807694,0,1
3325,106807695,0,1
3326,106807696,0,1
3327,106807697,0,1
3328,106807698,0,1
3329,106807699,0,1
3330,106807700,0,1
3331,106807701,0,1
3332,106807702,0,1
3333,106807703,0,1
3334,106807704,0,1
3335,106807705,0,1
3336,106807706,0,1
3337,106807707,0,1
3338,106807708,1,1
3339,106807709,0,1
3340,106807710,0,1
3341,106807711,0,1
3342,106807712,1,1
3343,106807713,0,1
3344,106807714,0,1
3345,106807715,0,1
3346,106807716,0,1
3347,106807717,0,1
3348,106807718,0,1
3349,106807719,0,1
3350,106807720,0,1
3351,106807721,0,1
3352,106807722,1,1
3353,106807723,0,1
3354,106807724,1,1
3355,106807725,0,1
3356,106807726,0,1
3357,106807727,0,1
3358,106807728,0,1
3359,106807729,0,1
3360,106807730,0,1
3361,106807731,0,1
3362,106807732,0,1
3363,106807733,1,1
3364,106807734,0,1
3365,106807735,0,1
3366,106807736,0,1
3367,106807737,1,1
3368,106807738,0,1
3369,106807739,0,1
3370,106807740,1,1
3371,106807741,1,1
3372,106807742,1,1
3373,106807743,0,1
3374,106807744,0,1
3375,106807745,0,1
3376,106807746,0,1
3377,106807747,0,1
3378,106807748,1,1
3379,106807749,0,1
3380,106807750,0,1
3381,106807751,0,1
3382,106807752,0,1
3383,106807753,0,1
3384,106807754,1,1
3385,106807755,0,1
3386,106807756,0,1
3387,106807757,0,1
3388,106807758,1,1
3389,106807759,0,1
3390,106807760,0,1
3391,106807761,0,1
3392,106807762,1,1
3393,106807763,0,1
3394,106807764,0,1
3395,106807765,0,1
3396,106807766,0,1
3397,106807767,0,1
3398,106807768,0,1
3399,106807769,0,1
3400,106807770,0,1
3401,106807771,0,1
3402,106807772,0,1
3403,106807773,0,1
3404,106807774,1,1
3405,106807775,0,1
3406,106807776,0,1
3407,106807777,1,1
3408,106807778,0,1
3409,106807779,0,1
3410,106807780,0,1
3411,106807781,0,1
3412,106807782,0,1
3413,106807783,0,1
3414,106807784,1,1
3415,106807785,0,1
3416,106807786,0,1
3417,106807787,0,1
3418,106807788,1,1
3419,106807789,1,1
3420,106807790,1,1
3421,106807791,1,1
3422,106807792,0,1
3423,106807793,0,1
3424,106807794,0,1
3425,106807795,0,1
3426,106807796,0,1
3427,106807797,0,1
3428,106807798,1,1
3429,106807799,1,1
3430,106807800,1,1
3431,106807801,0,1
3432,106807802,0,1
3433,106807803,0,1
3434,106807804,0,1
3435,106807805,0,1
3436,106807806,0,1
3437,106807807,0,1
3438,106807808,0,1
3439,106807809,0,1
3440,106807810,0,1
3441,106807811,0,1
3442,106807812,0,1
3443,106807813,0,1
3444,106807814,0,1
3445,106807815,0,1
3446,106807816,0,1
3447,106807817,0,1
3448,106807818,0,1
3449,106807819,1,1
3450,106807820,0,1
3451,106807821,1,1
3452,106807822,1,1
3453,106807823,0,1
3454,106807824,1,1
3455,106807825,1,1
3456,106807826,0,1
3457,106807827,0,1
3458,106807828,1,1
3459,106807829,1,1
3460,106807830,1,1
3461,106807831,0,1
3462,106807832,0,1
3463,106807833,0,1
3464,106807834,0,1
3465,106807835,0,1
3466,106807836,1,2
3467,106807837,0,1
3468,106807838,0,1
3469,106807839,1,1
3470,106807840,1,1
3471,106807841,0,1
3472,106807842,0,1
3473,106807843,0,1
3474,106807844,0,1
3475,106807845,1,1
3476,106807846,0,1
3477,106807847,0,1
3478,106807848,0,1
3479,106807849,1,1
3480,106807850,0,1
3481,106807851,0,1
3482,106807852,0,1
3483,106807853,1,1
3484,106807854,0,1
3485,106807855,1,1
3486,106807856,0,1
3487,106807857,1,1
3488,106807858,0,1
3489,106807859,0,1
3490,106807860,0,1
3491,106807861,0,1
3492,106807862,0,1
3493,106807863,0,1
3494,106807864,0,1
3495,106807865,0,1
3496,106807866,0,1
3497,106807867,1,1
3498,106807868,1,1
3499,106807869,0,1
3500,106807870,1,1
3501,106807871,0,1
3502,106807872,0,1
3503,106807873,1,1
3504,106807874,0,1
3505,106807875,0,1
3506,106807876,0,1
3507,106807877,0,1
3508,106807878,0,1
3509,106807879,0,1
3510,106807880,0,1
3511,106807881,0,1
3512,106807882,0,1
3513,106807883,0,1
3514,106807884,0,1
3515,106807885,0,1
3516,106807886,0,1
3517,106807887,0,1
3518,106807888,0,1
3519,106807889,0,1
3520,106807890,0,1
3521,106807891,1,1
3522,106807892,0,1
3523,106807893,1,1
3524,106807894,0,1
3525,106807895,0,1
3526,106807896,0,1
3527,106807897,0,1
3528,106807898,1,1
3529,106807899,0,1
3530,106807900,0,1
3531,106807901,0,1
3532,106807902,0,1
3533,106807903,0,1
3534,106807904,0,1
3535,106807905,0,1
3536,106807906,0,1
3537,106807907,1,1
3538,106807908,0,1
3539,106807909,0,1
3540,106807910,0,1
3541,106807911,0,1
3542,106807912,0,1
3543,106807913,1,1
3544,106807914,1,1
3545,106807915,0,1
3546,106807916,0,1
3547,106807917,0,1
3548,106807918,0,1
3549,106807919,1,1
3550,106807920,0,1
3551,106807921,0,1
3552,106807922,1,1
3553,106807923,0,1
3554,106807924,0,1
3555,106807925,0,1
3556,106807926,0,1
3557,106807927,0,1
3558,106807928,0,1
3559,106807929,0,1
3560,106807930,0,1
3561,106807931,1,1
3562,106807932,1,1
3563,106807933,1,1
3564,106807934,1,2
3565,106807935,0,1
3566,106807936,1,2
3567,106807937,1,1
3568,106807938,0,1
3569,106807939,0,1
3570,106807940,0,1
3571,106807941,1,1
3572,106807942,1,1
3573,106807943,0,1
3574,106807944,0,1
3575,106807945,1,1
3576,106807946,0,1
3577,106807947,1,1
3578,106807948,0,1
3579,106807949,1,1
3580,106807950,0,1
3581,106807951,0,1
3582,106807952,0,1
3583,106807953,0,1
3584,106807954,1,1
3585,106807955,0,1
3586,106807956,0,1
3587,106807957,0,1
3588,106807958,0,1
3589,106807959,0,1
3590,106807960,0,1
3591,106807961,1,1
3592,106807962,0,1
3593,106807963,0,1
3594,106807964,0,1
3595,106807965,0,1
3596,106807966,0,1
3597,106807967,0,1
3598,106807968,0,1
3599,106807969,0,1
3600,106807970,0,1
3601,106807971,1,1
3602,106807972,0,1
3603,106807973,0,1
3604,106807974,1,1
3605,106807975,0,1
3606,106807976,0,1
3607,106807977,0,1
3608,106807978,0,1
3609,106807979,0,1
3610,106807980,0,1
3611,106807981,0,1
3612,106807982,0,2
3613,106807983,0,1
3614,106807984,0,1
3615,106807985,0,1
3616,106807986,1,1
3617,106807987,0,1
3618,106807988,1,1
3619,106807989,0,1
3620,106807990,0,1
3621,106807991,0,1
3622,106807992,0,1
3623,106807993,0,1
3624,106807994,1,1
3625,106807995,0,1
3626,106807996,0,1
3627,106807997,0,1
3628,106807998,0,1
3629,106807999,0,1
3630,106808000,0,1
3631,106808001,0,1
3632,106808002,1,1
3633,106808003,0,1
3634,106808004,0,1
3635,106808005,1,1
3636,106808006,1,2
3637,106808007,1,1
3638,106808008,0,1
3639,106808009,0,1
3640,106808010,0,1
3641,106808011,1,2
3642,106808012,0,1
3643,106808013,0,1
3644,106808014,0,1
3645,106808015,0,1
3646,106808016,0,1
3647,106808017,0,1
3648,106808018,0,1
3649,106808019,0,1
3650,106808020,0,1
3651,106808021,1,1
3652,106808022,0,1
3653,106808023,0,1
3654,106808024,0,1
3655,106808025,0,1
3656,106808026,0,1
3657,106808027,0,1
3658,106808028,0,1
3659,106808029,0,1
3660,106808030,1,1
3661,106808031,2,2
3662,106808032,0,1
3663,106808033,0,1
3664,106808034,1,1
3665,106808035,0,1
3666,106808036,1,1
3667,106808037,1,1
3668,106808038,0,1
3669,106808039,0,1
3670,106808040,0,1
3671,106808041,0,1
3672,106808042,0,1
3673,106808043,0,1
3674,106808044,0,1
3675,106808045,0,1
3676,106808046,0,1
3677,106808047,0,1
3678,106808048,1,1
3679,106808049,0,1
3680,106808050,0,1
3681,106808051,1,2
3682,106808052,0,1
3683,106808053,0,1
3684,106808054,1,1
3685,106808055,0,1
3686,106808056,1,1
3687,106808057,1,1
3688,106808058,1,1
3689,106808059,1,1
3690,106808060,0,1
3691,106808061,0,1
3692,106808062,1,1
3693,106808063,0,1
3694,106808064,0,1
3695,106808065,0,1
