target,credit,term,fst_payment,age,gender,child_total,dependants,socstatus_work_fl,socstatus_pens_fl,fl_presence_fl,own_auto,personal_income,total_loans_count,work_time_in_years,высшее,среднее,среднее специальное,не состоял в браке,разведен(а),состою в браке,от 10000 до 20000 руб.,от 20000 до 50000 руб.,от 5000 до 10000 руб.
0,5900.0,4,1000.0,47,1,1,1,1,0,1,0,10000.0,1,12.0,False,False,True,False,False,True,False,True,False
0,3590.0,3,1000.0,39,1,2,1,1,0,1,0,7000.0,1,3.0,False,True,False,False,False,True,True,False,False
0,12599.0,10,2000.0,57,0,2,0,1,0,0,0,13000.0,2,3.0,False,False,True,False,False,True,False,True,False
1,17500.0,10,2000.0,29,1,1,1,1,0,1,0,12000.0,2,7.0,False,False,False,False,False,True,False,True,False
1,4150.0,3,500.0,24,0,0,0,1,0,1,0,11500.0,1,0.0,False,False,True,False,False,False,True,False,False
0,38058.0,10,4300.0,49,1,0,0,1,0,0,1,7000.0,1,14.0,False,False,True,False,False,True,True,False,False
0,4139.0,3,1000.0,59,0,1,0,1,0,1,0,25000.0,1,34.0,True,False,False,False,False,True,False,True,False
0,22848.0,3,2550.0,59,1,0,0,0,1,0,0,16000.0,1,0.0,False,False,True,True,False,False,True,False,False
0,11499.0,6,1500.0,31,0,3,3,1,0,1,0,10000.0,2,2.0,False,False,True,False,False,True,True,False,False
0,12120.0,9,1000.0,60,1,2,0,1,1,1,0,10000.0,2,15.0,False,True,False,False,False,True,True,False,False
0,3000.0,3,350.0,23,0,0,0,1,0,0,1,10500.0,1,2.0,False,False,True,True,False,False,True,False,False
1,5800.0,3,2000.0,31,1,0,0,1,0,0,0,10000.0,1,5.0,False,False,True,True,False,False,False,False,True
0,12411.0,6,1379.0,40,1,1,1,1,0,0,0,14000.0,2,15.0,False,True,False,False,False,True,True,False,False
0,3250.0,3,1500.0,30,1,1,1,1,0,0,0,6000.0,1,0.0,False,False,True,False,False,True,True,False,False
0,7900.0,4,2000.0,34,1,2,2,1,0,1,0,10000.0,1,9.0,True,False,False,False,False,True,False,True,False
0,12628.91,6,1500.0,45,1,0,0,1,0,1,0,20000.0,2,2.0,False,False,True,True,False,False,False,True,False
1,4485.0,6,10000.0,35,1,1,1,1,0,0,0,8000.0,1,10.0,False,False,True,False,False,True,True,False,False
0,10800.0,12,1200.0,57,1,1,0,0,1,1,0,6500.0,2,0.0,False,False,True,False,False,True,True,False,False
0,10300.0,6,1850.0,60,1,0,0,1,1,0,0,10000.0,2,5.0,False,True,False,False,False,True,True,False,False
0,21688.0,12,2410.0,25,1,1,1,1,0,1,0,15000.0,3,2.0,False,True,False,False,False,False,False,True,False
0,11520.0,6,1280.0,27,1,1,1,1,0,0,0,9000.0,1,2.0,False,False,True,False,False,True,True,False,False
0,10250.0,5,540.0,28,0,0,0,1,0,0,0,21000.0,2,0.0,True,False,False,True,False,False,False,True,False
0,16893.0,12,2981.0,56,1,2,0,0,1,0,0,6000.0,2,0.0,False,True,False,False,False,True,False,True,False
0,7950.0,12,0.0,22,0,0,0,1,0,0,0,10000.0,2,1.0,False,False,True,True,False,False,True,False,False
0,14610.0,9,5000.0,51,1,2,0,1,0,1,0,10000.0,2,1.0,False,True,False,False,True,False,False,True,False
0,5110.0,6,0.0,50,1,2,1,1,0,0,0,20000.0,2,12.0,False,False,True,False,False,True,False,True,False
0,4990.0,6,2000.0,38,1,1,0,1,0,0,0,6000.0,2,15.0,False,False,True,False,False,True,False,True,False
0,3780.0,3,500.0,54,1,1,0,0,1,0,0,5000.0,1,0.0,False,True,False,True,False,False,False,False,True
0,16840.0,6,2000.0,27,0,1,1,1,0,0,0,15000.0,2,1.0,False,True,False,False,False,True,True,False,False
0,20640.0,6,3000.0,56,1,1,0,1,1,0,0,23500.0,2,25.0,True,False,False,True,False,False,False,True,False
0,18880.0,6,2100.0,29,1,0,0,1,0,0,0,25000.0,1,1.0,True,False,False,False,False,False,False,True,False
0,3670.0,3,2000.0,28,0,2,2,1,0,0,0,10000.0,1,2.0,True,False,False,True,False,False,True,False,False
0,5590.0,6,2000.0,45,0,0,0,1,0,0,0,25000.0,1,0.0,False,False,True,False,False,True,False,True,False
0,17990.0,6,2000.0,29,1,1,1,1,0,0,0,30000.0,2,3.0,True,False,False,False,False,True,False,True,False
0,5942.0,8,1048.0,41,1,1,1,1,0,0,0,15000.0,2,1.0,False,True,False,False,True,False,True,False,False
0,8750.0,3,4000.0,47,1,2,1,1,1,1,0,15000.0,1,4.0,True,False,False,False,False,True,True,False,False
0,9890.0,3,3000.0,50,0,2,0,1,0,0,0,12000.0,1,6.0,False,False,True,False,True,False,True,False,False
0,10990.0,3,10000.0,46,0,4,2,1,0,0,0,20000.0,1,3.0,False,False,True,False,False,True,True,False,False
0,6023.7,5,669.3,38,1,2,2,1,0,1,0,6000.0,1,2.0,False,True,False,False,False,True,False,True,False
0,11980.0,12,1400.0,28,1,1,1,1,0,1,0,15000.0,2,2.0,True,False,False,False,False,True,False,True,False
0,4290.91,3,500.0,46,1,1,0,1,0,0,0,12000.0,2,10.0,False,False,True,False,False,True,False,True,False
0,21696.0,4,21696.0,58,1,2,2,1,0,0,0,15000.0,1,37.0,True,False,False,False,False,True,True,False,False
1,6491.0,6,6491.0,23,1,1,1,1,0,1,0,7000.0,1,4.0,False,True,False,False,False,True,False,True,False
0,11990.0,3,6000.0,29,1,1,1,1,0,0,1,15000.0,1,3.0,False,False,True,False,False,True,False,True,False
0,4671.0,12,519.0,36,0,1,1,1,0,1,1,15000.0,2,15.0,False,True,False,False,False,True,False,True,False
0,6053.0,3,4937.0,39,1,1,0,1,0,0,0,36000.0,1,2.0,True,False,False,False,False,True,False,True,False
0,24479.0,36,4320.0,43,1,2,1,1,0,0,0,14000.0,2,6.0,True,False,False,False,False,True,False,True,False
0,3348.0,3,2000.0,36,1,2,2,1,0,0,0,9500.0,1,9.0,False,False,True,False,False,True,True,False,False
0,6360.0,5,640.0,57,1,1,0,1,1,0,0,23000.0,1,16.0,False,False,True,False,False,True,False,True,False
0,6220.0,6,700.0,57,1,3,0,0,1,0,0,6180.0,2,0.0,False,True,False,False,False,True,False,False,True
0,6999.0,3,3000.0,35,1,1,1,1,0,1,0,25000.0,1,10.0,False,False,True,False,True,False,False,True,False
0,7500.0,3,500.0,49,1,2,1,1,0,1,0,25000.0,1,6.0,True,False,False,False,True,False,True,False,False
0,4580.0,4,2000.0,58,1,3,0,1,1,0,0,14000.0,1,35.0,False,False,True,False,True,False,True,False,False
0,7578.0,3,0.0,60,1,0,0,1,0,0,0,9000.0,1,15.0,False,False,True,False,False,False,False,False,True
0,3800.0,12,670.0,54,1,0,1,1,0,0,0,5500.0,2,5.0,False,True,False,False,False,True,False,False,True
0,4680.0,6,1170.0,42,0,1,1,1,0,0,0,15000.0,2,1.0,False,True,False,False,True,False,True,False,False
0,9370.0,5,4000.0,46,0,2,2,1,0,1,0,10000.0,2,10.0,True,False,False,False,False,True,True,False,False
0,13000.0,6,4315.0,52,1,1,1,1,0,1,0,20000.0,2,32.0,False,False,True,False,False,False,False,True,False
0,9931.0,3,8099.0,53,0,0,0,1,0,0,0,23000.0,2,3.0,False,False,True,False,False,True,False,True,False
0,12570.0,12,2220.0,34,1,1,1,1,0,0,0,25000.0,2,9.0,True,False,False,False,False,True,False,True,False
0,3591.0,3,399.0,29,1,2,2,1,0,1,0,10500.0,3,0.0,False,False,True,False,False,True,False,True,False
0,21190.0,10,2400.0,62,1,0,0,0,1,0,0,8200.0,2,0.0,False,True,False,False,False,False,True,False,False
0,8991.0,4,999.0,43,1,0,0,1,0,1,0,8000.0,1,3.0,False,False,True,False,False,True,True,False,False
0,19047.0,12,5000.0,27,1,1,1,1,0,0,0,15000.0,1,1.0,False,False,True,False,False,True,False,True,False
1,17888.0,6,3157.0,34,0,4,3,1,0,0,0,15000.0,1,15.0,False,False,True,False,False,True,True,False,False
0,11635.0,3,8000.0,56,1,2,0,1,1,0,0,12000.0,1,1.0,False,False,True,False,False,True,False,True,False
0,14659.2,3,20000.0,46,0,0,0,1,0,0,1,20000.0,1,0.0,False,False,True,False,False,True,False,True,False
1,7600.0,3,0.0,35,1,2,2,1,0,0,0,9000.0,1,2.0,False,True,False,False,False,True,False,True,False
0,22560.0,6,7000.0,34,0,0,0,1,0,1,0,18000.0,1,12.0,False,False,True,True,False,False,False,True,False
0,17950.0,4,4500.0,38,1,1,1,1,0,1,0,20000.0,1,3.0,False,False,False,False,False,True,False,False,False
0,7130.0,3,0.0,38,1,1,1,1,0,0,0,13000.0,1,6.0,True,False,False,False,False,True,True,False,False
0,17320.0,6,6000.0,32,1,0,0,1,0,0,0,8000.0,1,1.0,False,False,True,True,False,False,True,False,False
0,30930.0,12,3440.0,50,1,0,0,1,0,1,0,14000.0,2,16.0,False,True,False,False,False,True,True,False,False
0,3870.0,4,700.0,44,1,1,0,1,0,1,0,5000.0,1,18.0,False,False,True,False,False,True,True,False,False
0,4767.0,6,530.0,28,0,1,1,1,0,0,0,13000.0,1,2.0,False,False,True,False,False,True,False,True,False
0,12818.0,3,1424.0,49,1,0,0,1,0,0,0,10000.0,1,20.0,True,False,False,True,False,False,True,False,False
0,3000.0,3,1700.0,32,1,2,0,1,0,0,0,5000.0,1,0.0,False,False,False,False,True,False,False,False,True
0,7900.0,6,880.0,62,1,0,0,0,1,0,0,8000.0,2,0.0,False,False,False,False,False,True,True,False,False
0,10734.0,3,15000.0,33,1,1,1,1,0,0,0,12000.0,1,5.0,False,False,True,False,False,True,False,True,False
0,14765.0,3,5550.0,37,0,2,2,1,0,0,1,18000.0,1,1.0,False,True,False,False,False,True,True,False,False
0,5259.0,3,2500.0,40,1,1,1,1,0,0,0,7000.0,1,20.0,False,True,False,False,False,True,True,False,False
0,5645.0,3,0.0,62,1,1,0,1,1,0,0,9800.0,1,0.0,False,True,False,True,False,False,False,False,True
0,19128.41,3,25131.59,46,1,2,0,1,0,1,0,8000.0,1,3.0,False,False,True,False,False,True,True,False,False
0,77762.0,24,0.0,50,1,2,0,1,0,1,0,13000.0,2,25.0,True,False,False,False,False,True,False,True,False
0,5897.0,3,2000.0,46,1,0,0,1,0,0,0,7000.0,1,26.0,False,True,False,False,False,True,False,True,False
0,8879.0,10,1300.0,30,1,1,1,1,0,0,0,9800.0,1,0.0,False,False,True,False,False,True,True,False,False
0,26708.0,6,3000.0,39,1,2,0,1,0,0,0,9000.0,2,6.0,False,False,False,False,False,True,True,False,False
0,3200.0,4,1000.0,43,0,2,2,1,0,0,0,7000.0,1,3.0,False,False,True,False,False,True,True,False,False
0,22890.0,10,2550.0,40,1,0,0,1,0,0,0,9000.0,1,5.0,False,False,False,False,False,True,True,False,False
0,11670.0,4,1300.0,22,0,0,0,1,0,0,1,9000.0,1,0.0,False,False,True,True,False,False,False,False,True
1,17592.0,3,26410.0,25,0,0,0,1,0,1,0,32000.0,1,1.0,True,False,False,False,False,True,False,True,False
1,16662.0,3,7142.0,32,1,1,1,1,0,0,0,22000.0,1,1.0,False,False,False,True,False,False,False,True,False
0,2421.0,5,269.0,35,1,1,1,1,0,0,0,10000.0,1,2.0,False,False,True,False,True,False,True,False,False
0,7360.0,4,7000.0,49,1,0,0,1,0,1,0,18000.0,3,4.0,False,True,False,False,False,True,False,True,False
0,11899.0,10,2100.0,52,0,2,0,1,0,1,0,20000.0,1,30.0,False,True,False,False,False,True,False,True,False
0,3383.0,3,1000.0,39,1,1,1,1,0,0,0,6700.0,1,1.0,False,True,False,False,False,True,True,False,False
0,5580.0,6,620.0,51,1,1,0,1,0,0,0,7500.0,2,12.0,False,False,False,True,False,False,False,False,True
0,17900.0,6,5000.0,25,0,1,1,1,0,0,1,13000.0,1,1.0,False,False,True,False,False,True,False,True,False
0,3537.0,5,393.0,37,1,2,2,1,0,1,0,15000.0,2,8.0,False,True,False,False,False,True,False,True,False
0,17297.6,6,8000.0,54,1,1,0,1,0,0,0,16000.0,1,8.0,False,False,True,False,False,True,False,True,False
1,20160.0,6,2240.0,60,1,3,0,0,1,0,0,12000.0,2,0.0,False,False,True,False,False,False,True,False,False
0,10991.0,4,2000.0,46,1,1,1,1,0,0,0,10000.0,1,20.0,False,False,True,False,False,True,True,False,False
0,4941.0,3,0.0,32,1,0,0,1,0,1,0,12000.0,1,0.0,False,False,True,False,False,True,False,True,False
0,3000.0,3,1060.0,33,1,1,1,1,0,0,0,5500.0,1,1.0,False,True,False,False,False,True,False,False,True
0,7070.0,3,800.0,31,1,2,2,1,0,0,0,10000.0,1,4.0,True,False,False,False,False,True,True,False,False
0,21009.0,4,2500.0,49,1,2,0,1,0,0,0,15000.0,1,25.0,False,False,True,True,False,False,True,False,False
0,20755.0,4,5000.0,29,1,1,1,1,0,1,0,15000.0,1,2.0,False,False,True,False,False,True,False,True,False
0,13900.0,6,0.0,33,1,1,1,1,0,0,0,16000.0,1,2.0,True,False,False,False,False,True,False,True,False
0,6291.0,3,18000.0,31,0,0,0,1,0,0,1,20000.0,1,1.0,True,False,False,False,True,False,False,True,False
0,5174.0,6,1293.0,29,0,2,2,1,0,0,0,27000.0,1,5.0,True,False,False,False,False,True,False,True,False
0,3779.0,6,120.0,30,1,2,2,1,0,0,0,10000.0,2,2.0,False,True,False,False,True,False,True,False,False
1,5847.0,3,3000.0,43,0,4,3,1,0,0,0,30000.0,1,3.0,False,False,True,False,False,True,False,True,False
0,12800.0,4,5000.0,45,1,0,0,1,0,0,0,5000.0,1,6.0,False,False,True,False,False,True,True,False,False
0,2950.0,4,500.0,34,1,1,1,1,0,1,0,10000.0,1,3.0,True,False,False,False,False,True,False,True,False
0,2400.0,4,2500.0,55,1,2,0,1,0,0,0,6000.0,1,2.0,True,False,False,True,False,False,True,False,False
0,15889.0,4,1800.0,24,0,0,0,1,0,0,0,20000.0,1,0.0,False,False,True,True,False,False,False,True,False
0,13980.0,6,13000.0,53,1,2,0,1,0,1,0,13000.0,1,5.0,False,False,True,False,False,True,False,True,False
0,6870.0,6,800.0,32,0,0,0,1,0,0,0,15000.0,1,1.0,False,False,True,True,False,False,True,False,False
0,3850.0,3,500.0,33,0,1,1,1,0,0,0,16000.0,1,2.0,False,False,True,False,False,True,True,False,False
0,5190.0,3,3000.0,54,1,1,1,1,0,0,0,18000.0,1,1.0,True,False,False,False,False,True,True,False,False
0,20000.0,3,10162.0,42,0,0,0,1,0,0,0,35000.0,1,23.0,False,False,True,False,False,True,False,False,False
0,5620.0,4,1405.0,34,1,0,0,1,0,0,0,20000.0,1,2.0,True,False,False,False,False,True,False,True,False
0,5700.0,6,1000.0,64,0,3,0,0,1,0,0,4000.0,1,0.0,False,False,False,False,False,True,False,False,True
0,6500.0,6,750.0,30,0,1,1,1,0,0,0,25000.0,1,4.0,False,False,True,False,False,True,False,True,False
0,10200.0,3,6000.0,50,1,0,0,1,0,0,0,8000.0,1,0.0,False,True,False,False,False,True,True,False,False
0,2223.0,5,247.0,29,1,1,0,1,0,0,0,9200.0,1,8.0,False,False,False,False,True,False,False,False,True
0,10000.0,12,3000.0,63,1,0,0,0,1,0,0,11000.0,1,0.0,True,False,False,False,False,True,False,True,False
0,22302.0,10,5500.0,38,1,1,1,1,0,1,0,13000.0,1,0.0,True,False,False,False,False,True,False,True,False
0,21350.0,12,3050.0,56,1,0,0,1,1,0,0,9600.0,1,5.0,False,False,False,False,False,True,True,False,False
1,13289.0,12,1500.0,33,1,2,2,1,0,0,0,6000.0,1,3.0,False,True,False,False,False,True,True,False,False
0,5184.0,4,600.0,32,1,2,2,1,0,0,0,5000.0,1,3.0,False,True,False,False,False,True,True,False,False
0,3790.0,6,1000.0,56,1,4,0,0,1,0,0,6000.0,1,0.0,False,True,False,False,False,True,False,False,True
0,40521.0,12,5000.0,56,0,3,3,1,0,0,0,23000.0,1,30.0,False,True,False,False,False,True,False,True,False
0,20570.0,11,2000.0,42,1,2,2,1,0,1,0,7500.0,1,4.0,False,False,True,False,False,True,True,False,False
0,36290.0,6,18000.0,50,1,0,0,1,0,1,0,15000.0,1,2.0,False,False,True,False,False,True,False,True,False
0,3681.0,5,409.0,56,1,1,0,1,0,0,0,8000.0,1,3.0,False,False,True,True,False,False,False,False,True
0,29000.0,10,6000.0,55,1,0,0,1,1,0,0,6500.0,1,5.0,False,False,True,False,False,True,True,False,False
0,33300.0,6,6000.0,34,1,1,1,1,0,0,0,10000.0,1,2.0,False,False,True,False,False,True,False,True,False
0,7770.0,6,1000.0,36,1,2,2,1,0,0,0,5000.0,1,9.0,False,False,True,False,False,True,True,False,False
0,12280.0,12,500.0,40,1,2,0,1,0,0,0,5600.0,1,3.0,False,False,True,False,False,True,True,False,False
0,3675.0,8,1000.0,29,0,2,2,1,0,1,0,11000.0,1,2.0,False,False,True,False,False,True,True,False,False
0,7794.0,12,1374.88,23,1,0,0,1,0,0,0,8000.0,1,1.0,False,False,True,True,False,False,False,False,True
0,4490.0,3,2000.0,29,0,1,1,1,0,0,0,8000.0,1,5.0,False,False,True,False,False,True,True,False,False
0,51570.0,18,5730.0,52,1,0,0,1,0,1,0,16000.0,1,26.0,False,False,True,False,False,False,False,True,False
0,30372.0,6,15000.0,56,0,1,0,1,0,0,0,18000.0,1,35.0,False,False,True,False,False,True,False,True,False
0,26560.0,10,4000.0,57,1,0,0,0,1,1,0,8000.0,1,0.0,False,True,False,True,False,False,False,False,True
1,18450.0,10,2050.0,41,0,0,0,1,0,0,0,15000.0,1,7.0,True,False,False,True,False,False,True,False,False
0,7890.0,6,6000.0,62,0,0,0,0,1,0,0,14000.0,1,0.0,False,True,False,False,False,True,True,False,False
0,61250.0,24,7000.0,41,1,1,0,1,0,0,0,16000.0,1,1.0,False,False,True,False,False,False,True,False,False
1,9600.0,10,3000.0,42,0,3,0,1,0,0,0,20000.0,1,5.0,True,False,False,False,False,True,False,True,False
0,8700.0,6,0.0,62,1,0,0,0,1,1,0,6000.0,1,0.0,False,True,False,False,False,True,True,False,False
1,14150.0,12,0.0,22,1,0,0,1,0,0,0,8000.0,1,1.0,False,True,False,True,False,False,True,False,False
0,20561.0,24,2300.0,28,1,2,2,1,0,0,1,6500.0,1,1.0,False,False,True,False,False,True,False,True,False
0,3790.0,3,2000.0,44,0,0,0,1,0,0,0,7000.0,1,2.0,False,False,True,True,False,False,False,True,False
0,12048.0,3,12000.0,59,0,0,0,1,0,0,0,10000.0,1,11.0,False,False,True,False,False,True,False,True,False
0,6820.0,10,0.0,40,1,1,0,1,0,0,0,8000.0,1,11.0,False,True,False,True,False,False,False,False,True
0,13090.0,12,1500.0,42,1,1,1,1,0,0,0,9500.0,1,18.0,True,False,False,True,False,False,True,False,False
1,3137.0,10,350.0,28,0,0,0,1,0,0,0,14000.0,1,1.0,False,True,False,False,True,False,True,False,False
0,5064.0,6,2500.0,32,1,1,1,1,0,0,1,15000.0,2,10.0,False,False,True,False,False,True,False,True,False
0,13875.0,12,8000.0,44,1,1,1,1,0,0,0,6000.0,1,18.0,False,True,False,False,False,True,True,False,False
1,5490.0,10,620.0,35,1,3,3,1,0,0,0,10000.0,1,3.0,False,False,True,False,False,True,True,False,False
0,10670.0,10,330.0,27,1,0,0,1,0,0,0,6000.0,1,1.0,False,False,True,False,False,True,True,False,False
0,13978.0,12,2000.0,27,0,1,1,1,0,1,0,20000.0,1,6.0,False,True,False,False,False,True,False,True,False
1,6449.0,7,1700.0,35,0,0,0,1,0,0,0,9000.0,1,1.0,False,False,True,True,False,False,True,False,False
1,11270.0,12,0.0,56,1,6,0,0,1,0,0,5000.0,2,0.0,False,False,False,False,False,True,False,False,True
0,26990.0,9,4800.0,33,0,1,1,1,0,0,0,22000.0,1,10.0,False,False,True,True,False,False,False,True,False
0,7240.0,6,1800.0,54,1,0,0,1,0,0,0,25000.0,1,28.0,True,False,False,False,True,False,False,True,False
0,15500.0,10,2000.0,23,1,0,0,1,0,0,0,5000.0,1,3.0,False,True,False,True,False,False,False,False,True
1,7996.0,6,889.0,27,0,1,0,1,0,1,0,25000.0,1,2.0,False,False,True,False,False,True,False,False,False
0,19099.0,6,3371.0,45,1,3,0,1,0,1,0,8000.0,1,4.0,False,True,False,False,True,False,False,False,True
0,3771.0,5,419.0,48,1,1,0,1,0,0,0,6000.0,1,1.0,False,False,True,True,False,False,False,False,True
0,6900.0,10,1000.0,62,1,1,0,0,1,1,0,6500.0,1,0.0,False,False,True,True,False,False,True,False,False
0,8715.0,10,3000.0,32,1,2,2,1,0,0,0,9000.0,1,3.0,False,False,True,False,False,True,True,False,False
0,17500.0,6,5000.0,37,1,0,0,1,0,0,0,35000.0,1,8.0,True,False,False,True,False,False,False,True,False
0,33881.0,12,5979.0,38,1,4,4,1,0,0,0,11200.0,1,10.0,False,False,True,False,False,True,False,True,False
0,29345.0,12,3260.0,26,1,0,0,1,0,0,1,3800.0,1,0.0,True,False,False,False,False,True,False,True,False
0,56700.0,10,6300.0,28,1,1,1,1,0,1,0,22000.0,1,10.0,False,False,True,False,False,True,False,True,False
0,25760.0,5,15000.0,35,1,3,3,1,0,1,0,36000.0,1,1.0,True,False,False,False,False,True,False,False,False
0,2000.0,6,845.0,42,0,1,1,0,1,0,0,6000.0,1,0.0,False,False,True,False,False,True,False,False,True
1,12140.0,6,1350.0,36,1,3,1,1,0,0,0,10000.0,1,3.0,False,False,False,False,False,True,True,False,False
1,18719.0,6,2080.0,29,0,1,1,1,0,1,0,20000.0,1,1.0,False,False,True,False,False,True,False,True,False
0,5180.0,3,2300.0,40,1,2,2,1,0,0,0,10000.0,1,3.0,True,False,False,False,False,True,True,False,False
0,9917.0,3,3000.0,33,0,0,0,1,0,0,0,10000.0,1,5.0,False,False,True,True,False,False,True,False,False
0,2570.0,6,1000.0,44,1,0,0,1,0,0,0,7000.0,1,25.0,False,False,True,False,False,True,True,False,False
0,26800.0,12,2000.0,44,1,2,0,1,0,1,0,25000.0,1,4.0,True,False,False,True,False,False,False,True,False
0,10000.0,7,7882.0,34,0,0,0,1,0,0,0,10000.0,1,0.0,False,True,False,False,False,True,True,False,False
0,13700.0,6,1550.0,45,0,2,2,1,0,1,0,40000.0,1,23.0,False,False,True,False,False,True,False,True,False
0,25109.0,10,2790.0,29,0,1,1,1,0,1,0,20000.0,1,2.0,False,True,False,False,False,True,False,True,False
0,21927.0,12,3000.0,52,1,0,1,1,1,0,0,15000.0,1,1.0,False,True,False,True,False,False,False,True,False
0,7290.0,10,810.0,55,1,1,0,1,0,0,0,16000.0,1,13.0,True,False,False,False,False,True,False,True,False
0,23990.0,6,5000.0,22,0,0,0,1,0,0,0,40000.0,1,2.0,False,True,False,True,False,False,False,True,False
0,23822.0,9,18000.0,56,0,5,1,1,0,0,0,25000.0,1,14.0,False,False,True,False,True,False,False,True,False
0,63271.0,6,9039.0,35,1,1,2,1,0,0,1,16000.0,1,17.0,True,False,False,False,False,True,False,False,False
0,14550.0,12,0.0,31,1,1,1,1,0,0,0,15000.0,1,2.0,False,False,False,False,False,True,False,True,False
0,11900.0,6,2100.0,50,0,5,0,0,1,0,0,9000.0,1,0.0,False,False,True,False,False,True,True,False,False
1,23197.0,10,3000.0,57,1,0,0,0,1,1,0,7000.0,1,0.0,False,False,True,False,False,True,False,True,False
0,21590.0,9,2400.0,52,1,1,0,1,0,1,0,13000.0,1,32.0,False,False,True,False,False,True,True,False,False
0,3000.0,3,1250.0,24,0,1,1,1,0,0,0,12000.0,1,2.0,False,False,True,False,False,True,True,False,False
0,5090.0,6,0.0,60,1,0,0,0,1,1,0,5000.0,1,0.0,False,False,True,True,False,False,False,False,True
0,7770.0,6,4580.0,53,1,1,0,0,1,0,0,10000.0,1,0.0,False,False,True,False,False,True,True,False,False
0,16629.0,10,1900.0,65,1,0,0,1,1,0,0,9000.0,1,6.0,False,False,True,False,False,True,True,False,False
0,12150.0,12,1350.0,43,1,1,0,1,0,0,0,10000.0,1,4.0,False,False,True,False,False,True,True,False,False
0,19410.0,12,3000.0,26,0,0,0,1,0,0,0,9000.0,1,7.0,False,True,False,True,False,False,True,False,False
0,17399.2,3,6000.0,39,1,2,2,1,0,0,1,30000.0,1,4.0,False,False,True,False,False,True,False,True,False
0,49500.0,6,5500.0,53,1,2,0,1,0,1,1,20000.0,1,10.0,False,False,True,False,False,True,False,True,False
0,7189.0,3,1000.92,27,0,1,1,1,0,0,0,9000.0,1,2.0,False,False,True,True,False,False,False,True,False
1,8675.0,4,964.0,36,1,1,1,1,0,0,0,10000.0,1,2.0,False,False,True,True,False,False,True,False,False
0,19983.0,6,2920.0,60,1,0,0,1,0,1,0,15000.0,1,10.0,False,False,True,True,False,False,True,False,False
0,4207.0,3,470.0,25,0,0,0,1,0,0,0,8000.0,1,0.0,False,True,False,True,False,False,False,False,True
0,33300.0,18,3700.0,28,1,1,1,1,0,0,0,20000.0,1,7.0,False,False,True,False,False,True,False,True,False
0,23975.0,12,2665.0,56,1,1,0,0,1,0,0,3700.0,1,0.0,False,True,False,False,True,False,False,False,False
0,28000.0,6,25000.0,61,1,2,0,1,1,0,0,15000.0,1,6.0,True,False,False,False,False,True,False,True,False
0,12537.0,6,3333.0,36,0,2,2,1,0,0,0,12000.0,1,6.0,False,True,False,False,False,True,True,False,False
0,9390.0,5,0.0,50,0,0,0,1,0,1,0,6000.0,1,0.0,False,False,True,True,False,False,False,False,True
0,11126.0,8,4000.0,26,0,1,1,1,0,0,1,20000.0,1,4.0,False,False,True,True,False,False,True,False,False
0,3827.0,6,500.0,27,1,1,1,1,0,0,0,9000.0,1,3.0,False,False,True,False,False,True,True,False,False
1,30344.0,6,4000.0,39,1,1,1,1,0,0,0,20000.0,1,4.0,False,True,False,False,False,True,False,True,False
0,7200.0,12,1000.0,38,1,2,0,1,0,0,0,4800.0,1,9.0,False,False,False,False,False,True,True,False,False
0,11699.0,18,1300.0,49,1,0,0,1,0,0,0,15000.0,1,3.0,True,False,False,True,False,False,False,True,False
1,4500.0,12,500.0,45,1,1,1,1,0,0,0,14000.0,1,6.0,False,False,True,True,False,False,True,False,False
0,40000.0,18,8250.0,44,1,2,1,1,0,1,0,17000.0,1,6.0,False,False,True,False,False,True,False,False,False
0,4000.0,5,1000.0,40,0,2,2,1,0,0,0,12500.0,1,21.0,True,False,False,False,False,True,True,False,False
1,8300.0,12,1000.0,34,0,1,1,1,0,0,0,8000.0,1,1.0,False,False,True,False,False,True,True,False,False
1,15760.0,8,1752.0,42,0,0,0,1,0,0,0,25000.0,1,0.0,False,False,True,True,False,False,False,True,False
1,4319.0,12,0.0,32,1,1,0,1,0,0,0,9500.0,1,4.0,False,True,False,False,True,False,False,False,True
0,8500.0,18,2500.0,43,1,0,0,1,0,1,0,10000.0,1,10.0,False,False,True,True,False,False,True,False,False
0,3820.0,6,1500.0,26,0,0,0,1,0,0,0,16000.0,1,2.0,False,False,False,True,False,False,True,False,False
0,6145.0,5,1090.0,39,1,2,0,1,0,0,0,5000.0,1,2.0,False,False,True,False,False,True,True,False,False
0,17372.0,12,2000.0,52,0,0,0,1,0,0,0,2000.0,1,6.0,False,True,False,False,False,True,True,False,False
0,4390.0,10,500.0,31,0,1,1,1,0,0,0,15000.0,1,9.0,False,False,True,False,False,True,False,True,False
0,13000.0,6,2000.0,55,1,2,0,0,1,0,0,5500.0,1,0.0,False,False,True,False,False,True,True,False,False
0,14391.0,9,0.0,51,1,2,0,1,0,0,0,8000.0,1,3.0,False,True,False,True,False,False,False,False,True
0,4950.0,6,1000.0,45,1,4,4,1,0,0,0,8000.0,1,5.0,False,True,False,False,False,True,True,False,False
0,4843.0,10,855.0,50,1,1,1,1,0,0,0,9000.0,1,4.0,False,False,True,False,False,True,True,False,False
0,28955.0,8,5387.0,38,1,2,2,1,0,1,0,17500.0,1,2.0,False,False,True,False,False,True,False,True,False
